name,portion,food_source,calories,protein,carbs,fat,fiber,saturated_fat,trans_fat,monounsaturated_fat,polyunsaturated_fat,sugar,added_sugar,sodium,calcium,iron,magnesium,phosphorus,potassium,zinc,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b6,vitamin_b12,folate,cholesterol,water,caffeine,alcohol,is_favorite,nutritionist_id,external_id,created_at,updated_at
"Açaí, polpa, com xarope de guaraná e glucose",100g,TACO,110.3,0.72,21.46,3.66,1.72,,,,,,,15.1,22.16,0.27,12.73,10.79,75.49,0.19,,10.27,,,,,,,0.07,,,,73.88,,,false,,taco_167,,
"Açaí, polpa, congelada",100g,TACO,58.05,0.8,6.21,3.94,2.55,,,,,,,5.18,35.18,0.43,17.04,16.43,123.62,0.27,,,,,,,0.04,,0.07,,,,88.7,,,false,,taco_168,,
"Acerola, crua",100g,TACO,33.46,0.91,7.97,0.21,1.51,,,,,,,,12.55,0.22,13.13,9.24,164.99,0.15,123.5,941.37,,,,,0.04,1.38,,,,,90.53,,,false,,taco_169,,
"Acerola, polpa, congelada",100g,TACO,21.94,0.59,5.54,,0.7,,,,,,,1.28,7.59,0.17,8.66,12.86,111.99,0.07,96.0,623.24,,,,,0.1,,,,,,93.61,,,false,,taco_170,,
"Ameixa, calda, enlatada",100g,TACO,182.85,0.41,46.89,,0.52,,,,,,,2.7,13.15,2.15,9.96,20.94,221.19,0.14,,4.27,,,,,0.23,,0.37,,,,52.17,,,false,,taco_171,,
"Ameixa, crua",100g,TACO,52.54,0.77,13.85,,2.43,,,,,,,,5.72,0.1,5.48,13.92,134.05,0.05,13.6,7.63,,,,0.07,,,0.03,,,,84.77,,,false,,taco_172,,
"Ameixa, em calda, enlatada, drenada",100g,TACO,177.36,1.02,47.66,0.28,4.55,,,,,,,2.79,39.24,2.7,14.49,26.07,263.26,0.2,,5.15,,,,,0.22,,0.08,,,,50.34,,,false,,taco_173,,
"Atemóia, crua",100g,TACO,96.97,0.97,25.33,0.3,2.14,,,,,,,0.79,22.77,0.16,24.84,23.36,300.01,0.19,,10.15,,,,0.09,0.07,1.58,0.07,,,,72.74,,,false,,taco_174,,
"Banana, da terra, crua",100g,TACO,128.02,1.43,33.67,0.24,1.53,,,,,,,,4.15,0.29,23.79,25.52,328.03,0.16,119.42,15.75,,,,0.03,0.02,,0.14,,,,63.88,,,false,,taco_175,,
"Banana, doce em barra",100g,TACO,280.11,2.17,75.67,0.05,3.83,,,,,,,9.88,11.95,0.61,49.19,36.88,518.25,0.3,13.68,,,,,0.03,,1.41,0.06,,,,21.13,,,false,,taco_176,,
"Banana, figo, crua",100g,TACO,105.08,1.13,27.8,0.14,2.8,,,,,,,,6.36,0.2,30.16,15.82,386.59,0.12,,17.5,,,,0.09,,,0.03,,,,70.07,,,false,,taco_177,,
"Banana, maçã, crua",100g,TACO,86.81,1.75,22.34,0.06,2.59,,,,,,,,3.22,0.2,23.69,28.68,264.39,0.12,3.21,10.47,,,,,,,0.14,,,,75.23,,,false,,taco_178,,
"Banana, nanica, crua",100g,TACO,91.53,1.4,23.85,0.12,1.95,,,,,,,,3.42,0.35,27.8,26.72,376.47,0.18,6.81,5.86,,,,,0.02,,0.14,,,,73.8,,,false,,taco_179,,
"Banana, ouro, crua",100g,TACO,112.37,1.48,29.34,0.21,1.95,,,,,,,,3.19,0.34,28.38,22.27,354.81,0.26,24.85,7.56,,,,,,,0.14,,,,68.18,,,false,,taco_180,,
"Banana, pacova, crua",100g,TACO,77.91,1.23,20.31,0.08,2.03,,,,,,,0.94,5.49,0.37,30.41,19.75,267.35,0.14,,,,,,0.05,0.03,,0.17,,,,77.71,,,false,,taco_181,,
"Banana, prata, crua",100g,TACO,98.25,1.27,25.96,0.07,2.04,,,,,,,,7.56,0.38,26.29,22.2,357.68,0.15,16.21,21.59,,,,,0.02,,0.1,,,,71.86,,,false,,taco_182,,
"Cacau, cru",100g,TACO,74.29,0.95,19.41,0.14,2.19,,,,,,,0.7,12.1,0.26,24.62,9.34,71.64,0.59,,13.56,,,,0.25,,,0.04,,,,79.21,,,false,,taco_183,,
"Cajá-Manga, cru",100g,TACO,45.58,1.28,11.43,,2.58,,,,,,,1.44,12.74,0.15,11.28,24.47,119.4,0.18,,26.7,,,,0.11,,,0.05,,,,86.89,,,false,,taco_184,,
"Cajá, polpa, congelada",100g,TACO,26.33,0.59,6.37,0.17,1.36,,,,,,,6.95,9.16,0.32,7.17,25.66,148.07,0.05,53.0,,,,,0.04,,,,,,,92.44,,,false,,taco_185,,
"Caju, cru",100g,TACO,43.07,0.97,10.29,0.33,1.68,,,,,,,2.97,1.42,0.15,10.11,15.64,123.86,0.09,7.33,219.33,,,,,,,,,,,88.11,,,false,,taco_186,,
"Caju, polpa, congelada",100g,TACO,36.57,0.48,9.35,0.15,0.81,,,,,,,4.16,0.84,0.15,7.07,9.77,87.66,0.08,11.0,119.72,,,,,0.02,2.25,,,,,89.82,,,false,,taco_187,,
"Caju, suco concentrado, envasado",100g,TACO,45.11,0.4,10.73,0.2,0.63,,,,,,,45.04,0.98,0.15,8.45,11.4,106.99,0.07,5.0,138.7,,,,,0.03,,,,,,88.37,,,false,,taco_188,,
"Caqui, chocolate, cru",100g,TACO,71.35,0.36,19.33,0.07,6.52,,,,,,,2.18,17.85,0.1,8.55,18.43,163.55,0.19,,29.61,,,,,,,0.03,,,,79.72,,,false,,taco_189,,
"Carambola, crua",100g,TACO,45.74,0.87,11.48,0.18,2.03,,,,,,,4.09,4.79,0.2,7.36,10.75,132.58,0.24,,60.87,,,,0.12,,,,,,,87.1,,,false,,taco_190,,
"Ciriguela, crua",100g,TACO,75.59,1.4,18.86,0.36,3.9,,,,,,,1.68,27.41,0.36,17.96,48.6,248.01,0.53,,27.03,,,,0.14,,,,,,,78.69,,,false,,taco_191,,
"Cupuaçu, cru",100g,TACO,49.42,1.16,10.43,0.95,3.12,,,,,,,3.2,13.12,0.49,18.17,21.28,331.03,0.34,,24.51,,,,0.37,0.04,4.34,0.07,,,,86.23,,,false,,taco_192,,
"Cupuaçu, polpa, congelada",100g,TACO,48.8,0.84,11.39,0.59,1.59,,,,,,,0.69,5.49,0.26,13.91,14.2,291.09,0.15,,10.49,,,,0.07,0.07,,0.05,,,,86.55,,,false,,taco_193,,
"Figo, cru",100g,TACO,41.45,0.97,10.25,0.16,1.79,,,,,,,,27.39,0.2,11.31,14.57,174.42,0.09,,0.79,,,,0.05,,,,,,,88.19,,,false,,taco_194,,
"Figo, enlatado, em calda",100g,TACO,184.36,0.56,50.34,0.15,1.98,,,,,,,6.87,32.62,0.5,6.85,6.25,39.35,0.09,,5.24,,,,,,,,,,,48.77,,,false,,taco_195,,
"Fruta-pão, crua",100g,TACO,67.05,1.08,17.17,0.19,5.55,,,,,,,0.8,33.68,0.23,24.03,27.39,188.13,0.13,,9.87,,,,0.03,,,,,,,80.87,,,false,,taco_196,,
"Goiaba, branca, com casca, crua",100g,TACO,51.74,0.9,12.4,0.49,6.33,,,,,,,,5.01,0.17,7.04,16.4,219.77,0.16,,99.19,,,,,,,0.03,,,,85.69,,,false,,taco_197,,
"Goiaba, doce em pasta",100g,TACO,268.96,0.58,74.12,0.0,3.73,,,,,,,3.7,10.06,0.4,6.49,53.57,164.81,0.09,68.21,23.06,,,,0.07,,,,,,,24.78,,,false,,taco_198,,
"Goiaba, doce, cascão",100g,TACO,285.59,0.41,78.7,0.1,4.37,,,,,,,11.03,14.7,0.4,9.67,28.2,250.72,0.14,25.17,34.33,,,,,,1.41,,,,,20.26,,,false,,taco_199,,
"Goiaba, vermelha, com casca, crua",100g,TACO,54.17,1.09,13.01,0.44,6.22,,,,,,,,4.45,0.17,6.89,15.37,197.58,0.13,19.0,80.6,,,,,,,0.03,,,,84.98,,,false,,taco_200,,
"Graviola, crua",100g,TACO,61.62,0.85,15.84,0.21,1.91,,,,,,,4.16,40.12,0.17,23.5,19.17,249.67,0.13,,19.14,,,,0.17,0.12,,0.03,,,,82.15,,,false,,taco_201,,
"Graviola, polpa, congelada",100g,TACO,38.27,0.57,9.78,0.14,1.19,,,,,,,3.05,5.98,0.1,9.76,16.59,169.96,0.05,,10.48,,,,,0.09,,,,,,89.16,,,false,,taco_202,,
"Jabuticaba, crua",100g,TACO,58.05,0.61,15.26,0.13,2.3,,,,,,,,8.35,0.09,17.78,14.55,129.72,0.28,,16.17,,,,0.06,,,,,,,83.65,,,false,,taco_203,,
"Jaca, crua",100g,TACO,87.92,1.4,22.5,0.27,2.39,,,,,,,1.8,11.24,0.38,40.05,13.9,233.75,0.17,,14.82,,,,0.1,0.04,,0.05,,,,75.07,,,false,,taco_204,,
"Jambo, cru",100g,TACO,26.91,0.89,6.49,0.07,5.07,,,,,,,21.66,13.8,0.14,14.18,18.36,134.87,0.11,,3.77,,,,0.08,,1.18,,,,,92.1,,,false,,taco_205,,
"Jamelão, cru",100g,TACO,41.01,0.55,10.63,0.11,1.78,,,,,,,1.37,3.09,0.05,2.16,4.12,394.34,0.05,3.76,27.07,,,,0.17,,,0.12,,,,87.67,,,false,,taco_206,,
"Kiwi, cru",100g,TACO,51.14,1.34,11.5,0.63,2.65,,,,,,,,23.91,0.25,10.58,33.08,268.92,0.07,2.71,70.78,,,,,,,0.06,,,,85.88,,,false,,taco_207,,
"Laranja, baía, crua",100g,TACO,45.44,0.98,11.47,0.1,1.12,,,,,,,,35.41,0.14,9.22,23.8,174.15,0.06,1.94,56.87,,,,0.06,0.02,,,,,,87.08,,,false,,taco_208,,
"Laranja, baía, suco",100g,TACO,36.65,0.65,8.7,,,,,,,,,,5.93,0.06,7.8,21.93,172.56,,2.0,94.48,,,,0.03,,,0.02,,,,90.25,,,false,,taco_209,,
"Laranja, da terra, crua",100g,TACO,51.47,1.08,12.86,0.19,3.98,,,,,,,0.83,51.08,0.15,14.06,20.12,172.52,0.22,,34.68,,,,0.07,0.09,,0.03,,,,85.38,,,false,,taco_210,,
"Laranja, da terra, suco",100g,TACO,40.96,0.67,9.57,0.14,1.03,,,,,,,,13.39,0.09,10.11,14.89,145.24,0.07,2.23,44.32,,,,0.04,,,0.04,,,,89.22,,,false,,taco_211,,
"Laranja, lima, crua",100g,TACO,45.7,1.06,11.53,0.08,1.78,,,,,,,1.11,31.47,0.12,10.16,14.51,129.87,0.12,,43.46,,,,0.09,0.05,,0.04,,,,86.97,,,false,,taco_212,,
"Laranja, lima, suco",100g,TACO,39.34,0.71,9.17,0.12,0.42,,,,,,,,7.74,,10.89,16.24,128.74,0.03,,41.3,,,,0.1,0.03,,0.04,,,,89.68,,,false,,taco_213,,
"Laranja, pêra, crua",100g,TACO,36.77,1.04,8.95,0.13,0.77,,,,,,,,21.89,0.09,8.61,22.68,162.82,0.06,0.46,53.73,,,,0.07,0.02,,0.02,,,,89.55,,,false,,taco_214,,
"Laranja, pêra, suco",100g,TACO,32.71,0.74,7.55,0.07,,,,,,,,,7.37,,7.59,14.01,148.76,,0.6,73.34,,,,,,,,,,,91.29,,,false,,taco_215,,
"Laranja, valência, crua",100g,TACO,46.11,0.77,11.72,0.16,1.73,,,,,,,0.63,33.74,0.09,14.4,19.77,157.9,0.11,,47.85,,,,0.07,0.04,,0.03,,,,86.94,,,false,,taco_216,,
"Laranja, valência, suco",100g,TACO,36.2,0.48,8.55,0.12,0.42,,,,,,,,9.08,,9.59,17.27,143.42,,1.0,,,,,,,,0.03,,,,90.53,,,false,,taco_217,,
"Limão, cravo, suco",100g,TACO,14.1,0.33,5.25,,,,,,,,,,10.18,0.08,8.86,11.13,119.88,,15.71,32.78,,,,,,,,,,,94.19,,,false,,taco_218,,
"Limão, galego, suco",100g,TACO,22.23,0.57,7.32,0.07,,,,,,,,,5.26,0.05,5.92,13.04,112.51,0.05,,34.5,,,,,,,0.03,,,,91.8,,,false,,taco_219,,
"Limão, tahiti, cru",100g,TACO,31.82,0.94,11.08,0.14,1.18,,,,,,,1.25,50.98,0.18,9.7,23.76,128.29,0.21,,38.24,,,,0.3,0.04,,,,,,87.43,,,false,,taco_220,,
"Maçã, Argentina, com casca, crua",100g,TACO,62.53,0.23,16.59,0.25,2.03,,,,,,,1.32,3.39,0.05,4.86,11.4,117.48,,,1.49,,,,0.05,,,,,,,82.65,,,false,,taco_221,,
"Maçã, Fuji, com casca, crua",100g,TACO,55.52,0.29,15.15,,1.35,,,,,,,,1.92,0.09,2.04,9.08,74.71,,1.75,2.41,,,,,,,0.03,,,,84.34,,,false,,taco_222,,
"Macaúba, crua",100g,TACO,404.28,2.08,13.95,40.66,13.44,,,,,,,0.65,66.53,0.81,66.05,43.87,305.81,0.66,510.0,13.44,,,,0.11,0.11,,0.03,,,,41.53,,,false,,taco_223,,
"Mamão, doce em calda, drenado",100g,TACO,195.63,0.19,54.0,0.07,1.31,,,,,,,2.91,20.01,0.11,5.81,4.48,68.24,0.07,,3.9,,,,0.03,,,,,,,45.53,,,false,,taco_224,,
"Mamão, Formosa, cru",100g,TACO,45.34,0.82,11.55,0.12,1.81,,,,,,,3.26,24.87,0.23,17.32,10.86,221.8,0.07,74.0,78.53,,,,0.03,0.03,,,,,,86.93,,,false,,taco_225,,
"Mamão, Papaia, cru",100g,TACO,40.16,0.46,10.44,0.12,1.04,,,,,,,1.63,22.42,0.19,22.18,10.67,126.15,0.07,59.0,82.21,,,,0.03,0.04,1.03,,,,,88.58,,,false,,taco_226,,
"Mamão verde, doce em calda, drenado",100g,TACO,209.38,0.32,57.64,0.1,1.23,,,,,,,4.74,12.44,0.15,4.54,3.23,8.67,0.02,,,,,,,,,,,,,41.88,,,false,,taco_227,,
"Manga, Haden, crua",100g,TACO,63.5,0.41,16.66,0.26,1.58,,,,,,,0.55,11.66,0.1,7.82,9.3,147.88,0.07,81.0,17.41,,,,0.02,0.06,,0.05,,,,82.29,,,false,,taco_228,,
"Manga, Palmer, crua",100g,TACO,72.49,0.41,19.35,0.17,1.63,,,,,,,1.86,11.64,0.09,8.72,14.01,156.53,0.09,393.46,65.52,,,,0.09,0.03,,,,,,79.74,,,false,,taco_229,,
"Manga, polpa, congelada",100g,TACO,48.31,0.38,12.52,0.23,1.07,,,,,,,6.73,7.12,0.09,9.49,9.11,131.37,0.07,,24.9,,,,,0.07,,0.03,,,,86.5,,,false,,taco_230,,
"Manga, Tommy Atkins, crua",100g,TACO,50.69,0.86,12.77,0.22,2.07,,,,,,,,7.64,0.08,7.4,13.78,138.37,0.08,59.0,7.94,,,,,0.04,,0.03,,,,85.81,,,false,,taco_231,,
"Maracujá, cru",100g,TACO,68.44,1.99,12.26,2.1,1.14,,,,,,,1.58,5.39,0.56,27.97,50.69,338.42,0.39,57.0,19.84,,,,,0.05,,0.05,,,,82.85,,,false,,taco_232,,
"Maracujá, polpa, congelada",100g,TACO,38.76,0.81,9.6,0.18,0.51,,,,,,,8.1,4.61,0.29,9.7,15.26,227.91,0.19,,7.26,,,,,0.09,,0.06,,,,88.9,,,false,,taco_233,,
"Maracujá, suco concentrado, envasado",100g,TACO,41.97,0.77,9.64,0.19,0.35,,,,,,,21.69,4.16,0.34,4.16,13.9,200.7,0.14,,13.68,,,,,0.08,1.92,0.05,,,,88.94,,,false,,taco_234,,
"Melancia, crua",100g,TACO,32.61,0.88,8.14,,0.12,,,,,,,,7.72,0.23,9.63,12.18,104.03,0.1,30.5,6.15,,,,,,,,,,,90.67,,,false,,taco_235,,
"Melão, cru",100g,TACO,29.37,0.68,7.53,,0.25,,,,,,,11.17,2.86,0.23,5.95,10.14,216.0,0.09,1.0,8.68,,,,,,,0.02,,,,91.28,,,false,,taco_236,,
"Mexerica, Murcote, crua",100g,TACO,57.59,0.88,14.86,0.13,3.07,,,,,,,1.17,33.07,0.07,12.3,19.5,158.54,0.1,,21.8,,,,0.08,0.07,,0.05,,,,83.65,,,false,,taco_237,,
"Mexerica, Rio, crua",100g,TACO,36.87,0.65,9.34,0.13,2.73,,,,,,,1.82,17.18,0.09,8.21,13.7,124.99,0.15,,111.97,,,,0.03,,,,,,,89.57,,,false,,taco_238,,
"Morango, cru",100g,TACO,30.15,0.89,6.82,0.31,1.72,,,,,,,,10.9,0.32,9.67,22.43,184.4,0.18,,63.6,,,,,0.03,,0.03,,,,91.53,,,false,,taco_239,,
"Nêspera, crua",100g,TACO,42.54,0.31,11.53,,2.96,,,,,,,,19.69,0.15,9.72,10.08,112.85,0.12,85.0,3.16,,,,,,,,,,,87.76,,,false,,taco_240,,
"Pequi, cru",100g,TACO,204.97,2.34,12.97,17.97,19.04,,,,,,,,32.44,0.27,29.77,33.75,297.79,0.96,30.0,8.28,,,,0.17,0.48,2.57,0.06,,,,65.89,,,false,,taco_241,,
"Pêra, Park, crua",100g,TACO,60.59,0.24,16.07,0.23,2.98,,,,,,,0.98,8.71,0.32,6.12,11.71,102.22,0.07,,2.36,,,,0.06,,,,,,,83.19,,,false,,taco_242,,
"Pêra, Williams, crua",100g,TACO,53.31,0.57,14.02,0.11,3.01,,,,,,,,8.28,0.09,5.78,11.77,115.87,0.08,,2.83,,,,,,,,,,,85.03,,,false,,taco_243,,
"Pêssego, Aurora, cru",100g,TACO,36.33,0.82,9.32,,1.42,,,,,,,,3.23,0.22,4.44,15.44,123.79,0.06,,3.25,,,,0.05,,,,,,,89.32,,,false,,taco_244,,
"Pêssego, enlatado, em calda",100g,TACO,63.14,0.71,16.88,,1.02,,,,,,,3.2,4.1,0.6,4.04,8.81,94.72,0.09,23.77,,,,,,,,,,,,82.19,,,false,,taco_245,,
"Pinha, crua",100g,TACO,88.47,1.49,22.45,0.32,3.36,,,,,,,1.34,20.88,0.21,30.54,34.4,283.05,0.24,,35.9,,,,0.12,0.04,,0.09,,,,75.05,,,false,,taco_246,,
"Pitanga, crua",100g,TACO,41.42,0.93,10.24,0.17,3.24,,,,,,,1.7,17.88,0.4,12.23,13.14,113.44,0.35,77.0,24.87,,,,0.03,0.1,,,,,,88.29,,,false,,taco_247,,
"Pitanga, polpa, congelada",100g,TACO,19.11,0.29,4.76,0.12,0.74,,,,,,,5.03,7.79,0.37,6.2,12.22,87.31,0.09,72.77,,,,,,,,,,,,94.57,,,false,,taco_248,,
"Romã, crua",100g,TACO,55.74,0.4,15.11,,0.44,,,,,,,0.59,4.75,0.26,12.7,40.27,484.57,0.67,,8.12,,,,0.12,0.17,,0.05,,,,83.99,,,false,,taco_249,,
"Tamarindo, cru",100g,TACO,275.7,3.21,72.53,0.46,6.45,,,,,,,0.36,37.1,0.55,59.11,54.59,722.99,0.67,,7.25,,,,0.31,,,0.1,,,,21.95,,,false,,taco_250,,
"Tangerina, Poncã, crua",100g,TACO,37.83,0.85,9.61,0.07,0.94,,,,,,,,12.89,0.11,7.73,12.45,131.44,,23.69,48.82,,,,0.06,0.02,,0.02,,,,89.22,,,false,,taco_251,,
"Tangerina, Poncã, suco",100g,TACO,36.11,0.52,8.8,,,,,,,,,,4.28,,6.46,9.02,119.0,,25.58,41.75,,,,0.06,,,0.03,,,,90.44,,,false,,taco_252,,
"Tucumã, cru",100g,TACO,262.02,2.09,26.47,19.08,12.65,,,,,,,3.89,46.34,0.57,121.01,52.55,401.17,0.87,1181.32,17.99,,,,0.04,,,0.11,,,,51.26,,,false,,taco_253,,
"Umbu, cru",100g,TACO,37.02,0.84,9.4,,1.98,,,,,,,,11.56,0.09,11.35,13.38,151.83,0.42,,24.06,,,,0.05,0.06,,0.03,,,,89.25,,,false,,taco_254,,
"Umbu, polpa, congelada",100g,TACO,33.94,0.51,8.79,0.07,1.34,,,,,,,5.77,10.71,0.21,8.12,12.68,153.88,0.07,,3.95,,,,,0.06,,,,,,90.19,,,false,,taco_255,,
"Uva, Itália, crua",100g,TACO,52.87,0.75,13.57,0.2,0.92,,,,,,,,6.66,0.14,4.98,12.12,161.94,,2.67,3.29,,,,,,,0.03,,,,84.97,,,false,,taco_256,,
"Uva, Rubi, crua",100g,TACO,49.06,0.61,12.7,0.16,0.93,,,,,,,7.92,7.62,0.17,5.83,22.79,158.89,,,1.86,,,,0.02,0.02,,,,,,86.08,,,false,,taco_257,,
"Uva, suco concentrado, envasado",100g,TACO,57.66,,14.71,,0.23,,,,,,,9.58,9.32,0.12,7.06,10.02,53.73,0.05,,20.97,,,,0.07,0.02,,0.05,,,,85.13,,,false,,taco_258,,
"Azeite, de dendê",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_259,,
"Azeite, de oliva, extra virgem",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_260,,
"Manteiga, com sal",100g,TACO,725.97,0.41,0.06,82.36,,,,,,,,578.69,9.42,0.15,1.47,27.7,14.78,,,,,,,,,,,,,200.55,15.79,,,false,,taco_261,,
"Manteiga, sem sal",100g,TACO,757.54,0.4,0.0,86.04,,,,,,,,3.85,3.61,,1.43,7.07,5.2,,,,,,,,,,,,,213.95,13.63,,,false,,taco_262,,
"Margarina, com óleo hidrogenado, com sal (65% de lipídeos)",100g,TACO,596.12,,0.0,67.43,,,,,,,,894.04,5.56,0.09,1.13,7.26,21.42,,,,,,,,,,,,,,32.23,,,false,,taco_263,,
"Margarina, com óleo hidrogenado, sem sal (80% de lipídeos)",100g,TACO,722.53,,0.0,81.73,,,,,,,,77.89,2.6,0.05,0.54,3.75,1.77,,,,,,,,,,,,,,19.59,,,false,,taco_264,,
"Margarina, com óleo interesterificado, com sal (65%de lipídeos)",100g,TACO,594.45,,0.0,67.25,,,,,,,,560.8,4.54,,1.23,5.97,14.71,,,,,,,,,,,,,,31.97,,,false,,taco_265,,
"Margarina, com óleo interesterificado, sem sal (65% de lipídeos)",100g,TACO,593.14,,0.0,67.1,,,,,,,,33.19,4.96,0.08,1.15,7.16,4.73,,,,,,,,,,,,,,33.37,,,false,,taco_266,,
"Óleo, de babaçu",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_267,,
"Óleo, de canola",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_268,,
"Óleo, de girassol",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_269,,
"Óleo, de milho",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_270,,
"Óleo, de pequi",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_271,,
"Óleo, de soja",100g,TACO,884.0,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,taco_272,,
"Abadejo, filé, congelado, assado",100g,TACO,111.62,23.52,0.0,1.24,,,,,,,,334.39,22.61,0.53,20.25,337.86,155.64,0.51,,,,,,,,0.44,,,,102.8,74.32,,,false,,taco_273,,
"Abadejo, filé, congelado,cozido",100g,TACO,91.1,19.35,0.0,0.94,,,,,,,,189.34,16.73,0.33,15.74,350.7,145.67,0.43,,,,,,,,,,,,86.86,79.73,,,false,,taco_274,,
"Abadejo, filé, congelado, cru",100g,TACO,59.11,13.08,0.0,0.36,,,,,,,,78.52,10.17,0.11,14.5,90.54,148.35,0.39,,,,,,0.04,,4.6,,,,31.41,86.42,,,false,,taco_275,,
"Abadejo, filé, congelado, grelhado",100g,TACO,129.64,27.61,0.0,1.3,,,,,,,,305.09,20.17,0.33,22.11,581.13,278.64,0.44,5.69,,,,,0.03,,0.44,,,,135.85,70.96,,,false,,taco_276,,
"Atum, conserva em óleo",100g,TACO,165.91,26.19,0.0,6.0,,,,,,,,362.15,6.52,1.23,29.48,211.01,279.86,0.59,,,,,,0.15,0.03,3.17,,,,52.94,64.5,,,false,,taco_277,,
"Atum, fresco, cru",100g,TACO,117.5,25.68,0.0,0.87,,,,,,,,30.3,6.69,1.27,32.23,253.86,307.76,0.4,20.0,,,,,,0.04,5.94,,,,47.8,73.05,,,false,,taco_278,,
"Bacalhau, salgado, cru",100g,TACO,135.89,29.04,0.0,1.32,,,,,,,,13585.06,156.97,0.85,49.47,186.21,433.9,0.67,,,,,,,0.21,,,,,138.88,47.89,,,false,,taco_279,,
"Bacalhau, salgado, refogado",100g,TACO,139.66,23.98,1.22,3.61,,,,,,,,1256.28,59.12,0.15,15.06,51.34,50.22,0.56,,,,,,0.03,0.05,5.17,,,,111.97,65.91,,,false,,taco_280,,
"Cação, posta, com farinha de trigo, frita",100g,TACO,208.33,24.95,3.1,9.95,0.54,,,,,,,160.03,30.44,1.0,25.51,461.57,419.89,0.55,17.38,,,,,,,0.77,,,,74.91,60.62,,,false,,taco_281,,
"Cação, posta, cozida",100g,TACO,116.01,25.59,0.0,0.75,,,,,,,,114.91,10.32,0.32,21.12,203.71,248.64,0.61,12.0,,,,,,0.04,9.77,,,,83.25,75.93,,,false,,taco_282,,
"Cação, posta, crua",100g,TACO,83.33,17.85,0.0,0.79,,,,,,,,176.02,8.7,0.2,19.3,181.45,299.02,0.32,6.0,,,,,0.04,,1.31,,,,36.13,81.38,,,false,,taco_283,,
"Camarão, Rio Grande, grande, cozido",100g,TACO,90.01,18.97,0.0,1.0,,,,,,,,366.55,89.74,1.28,18.91,265.85,101.73,1.24,,,,,,,,1.07,,,,240.85,78.71,,,false,,taco_284,,
"Camarão, Rio Grande, grande, cru",100g,TACO,47.18,9.99,0.0,0.5,,,,,,,,201.13,51.12,0.67,27.37,233.92,72.01,0.71,20.0,,,,,,,,,,,123.99,89.13,,,false,,taco_285,,
"Camarão, Sete Barbas, sem cabeça, com casca, frito",100g,TACO,231.25,18.39,2.88,15.62,,,,,,,,99.06,959.7,2.44,73.97,336.99,106.77,1.1,,,,,,0.05,,0.35,,,,283.14,61.04,,,false,,taco_286,,
"Caranguejo, cozido",100g,TACO,82.72,18.48,0.0,0.42,,,,,,,,360.11,357.15,2.86,52.23,153.69,185.83,5.65,,,,,,0.04,0.31,4.17,,,,84.61,77.0,,,false,,taco_287,,
"Corimba, cru",100g,TACO,128.16,17.37,-0.03,5.99,,,,,,,,47.01,40.05,0.5,22.77,190.07,316.74,0.4,,,,,,,,1.87,,,,40.23,75.64,,,false,,taco_288,,
"Corimbatá, assado",100g,TACO,261.45,19.9,0.0,19.57,,,,,,,,40.43,22.3,0.97,24.21,220.64,326.5,0.75,,,,,,0.13,0.06,2.7,,,,80.09,59.93,,,false,,taco_289,,
"Corimbatá, cozido",100g,TACO,238.7,20.13,0.0,16.93,,,,,,,,37.17,64.69,0.62,22.83,185.26,253.99,0.95,,,,,,,,2.09,,,,74.62,64.56,,,false,,taco_290,,
"Corvina de água doce, crua",100g,TACO,101.01,18.92,0.0,2.24,,,,,,,,45.09,39.43,0.26,24.5,153.82,293.02,0.36,8.12,,,,,,0.08,,,,,73.11,79.25,,,false,,taco_291,,
"Corvina do mar, crua",100g,TACO,94.0,18.57,0.0,1.58,,,,,,,,67.97,,0.38,23.75,183.08,338.7,0.36,65.02,,,,,0.12,0.05,2.62,,,,67.07,79.35,,,false,,taco_292,,
"Corvina grande, assada",100g,TACO,146.53,26.77,0.0,3.57,,,,,,,,85.35,60.23,0.54,24.1,175.9,291.46,0.67,,,,,,0.11,0.1,4.23,,,,117.05,69.03,,,false,,taco_293,,
"Corvina grande, cozida",100g,TACO,100.08,23.44,0.0,2.56,,,,,,,,68.39,69.37,0.58,22.22,163.56,194.04,0.69,6.28,,,,,,0.03,0.77,,,,122.56,73.61,,,false,,taco_294,,
"Dourada de água doce, fresca",100g,TACO,131.21,18.81,0.0,5.64,,,,,,,,40.3,12.13,0.15,26.26,189.27,392.51,0.48,,,,,,,,3.7,,,,51.99,76.16,,,false,,taco_295,,
